,0,1
36270,"  Plot 5, Chief Yesufu Abiodun Street Oniru Road, Victoria Island Extension, Victoria Island (VI), Lagos","1,000,000"
36271,"  Adeola Odeku Road, Victoria Island (VI), Lagos","800,000"
36272,"  Jahi, Abuja","1,300,000"
36273,"  Canal West Mall, Circle Mall Road Jakande, Osapa, Lekki, Lagos",₦
36274,"  Ilupeju, Lagos",₦
36275,"  Ikate Elegushi, Lekki, Lagos",₦
36276,"  Fagba Road, Ifako, Agege, Lagos",₦
36277,"  East West Road, Rumuodara, Port Harcourt, Rivers",₦
36278,"  Near Gold Court Estate, Katampe (Main), Katampe, Abuja",₦
36279,"  Sangotedo, Ajah, Lagos",₦
36280,"  Ilasan, Lekki, Lagos",₦
36281,"  Jabi, Abuja",₦
36282,"  Heroes Court, Asajon Way, Sangotedo, Ajah, Lagos",₦
36283,"  Kajola Estate, Ibeju Lekki, Lagos",₦
36284,"  Alpha Beach Road, Lekki, Lagos",₦
36285,"  Lekki Phase 1, Lekki, Lagos",₦
36286,"  Naf Base Harmony Estate, Eliozu, Port Harcourt, Rivers",₦
36287,"  Naf Base Harmony Estate Port Harcourt, Eliozu, Port Harcourt, Rivers",₦
36288,"  By Transformer Behind Bori Camp Barracks Off Psychiatric Road, Rumuigbo, Port Harcourt, Rivers",₦
36289,"  GRA Phase 1, Port Harcourt, Rivers",₦
36290,"  Valley View Estate Off Rumuokwurusi Tank, Rumuokwurusi, Port Harcourt, Rivers",₦
36291,"  Naf Base Harmony Estate Port Harcourt, Eliozu, Port Harcourt, Rivers",₦
36292,"  Close To Government House, Old GRA, Port Harcourt, Rivers",₦
36293,"  Lekki Phase 1, Lekki, Lagos","3,000,000"
36294,"  Golf Reverse Eatate, Off Pete Odili Road, Trans Amadi, Port Harcourt, Rivers","2,000,000"
36295,"  Ikota, Lekki, Lagos","1,000,000"
36296,"  Ikate Elegushi, Lekki, Lagos","1,200,000"
36297,"  Cocaine Estate Rumuogba Port Harcourt, Rumuogba, Port Harcourt, Rivers","2,000,000"
36298,"  New Heaven Estate Total Village., Rumuogba, Port Harcourt, Rivers","500,000"
36299,"  Nta-apara Link Road New Layout Nkpolu, Rumuigbo, Port Harcourt, Rivers","700,000"
36300,"  Off Ajose Adeogun Street, Victoria Island (VI), Lagos","1,000,000"
36301,"  Prime Estate Off Rumuokwurusi Tank, Rumuokwurusi, Port Harcourt, Rivers","500,000"
36302,"  K-close, Gowon Estate, Egbeda, Alimosho, Lagos","850,000"
36303,"  Agungi, Lekki, Lagos","2,000,000"
36304,"  Oshorun, Opic, Isheri North, Ogun","350,000"
36305,"  Sangotedo Shop Rite, Peninsula Garden Estate, Ajah, Lagos","1,200,000"
36306,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","1,500,000"
36307,"  Ikate Elegushi, Lekki, Lagos","3,500,000"
36308,"  Oniru, Victoria Island (VI), Lagos","2,000,000"
36309,"  Ikeja, Lagos","4,000,000"
36310,"  Ikate Elegushi, Lekki, Lagos","3,300,000"
36311,"  Oniru, Victoria Island (VI), Lagos","3,500,000"
36312,"  Osapa, Lekki, Lagos","1,300,000"
36313,"  Lekki Palm City Estate, Ajah, Lagos","4,500,000"
36314,"  Chevy View Estate, Lekki Phase 2, Lekki, Lagos",₦
36315,"  Lekki Phase 1, Lekki, Lagos",₦
36316,"  Opebi, Ikeja, Lagos",₦
36317,"  Lekki Gardens, Ikate Elegushi, Lekki, Lagos",₦
36318,"  Alhaji Salami Street Off Brown Road, Aguda, Surulere, Lagos",₦
36319,"  Off Falolu Street, Ogunlana, Surulere, Lagos",₦
36320,"  Prime Water View Estate, Lekki Phase 1, Lekki, Lagos",₦
36321,"  Behind Graceland Estate Ogombo Road, Ajiwe, Ajah, Lagos",₦
36322,"  Fara Park Estate, Sangotedo, Ajah, Lagos",₦
36323,"  Lekki Phase 1, Lekki, Lagos",₦
36324,"  Fara Park Estate, Sangotedo, Ajah, Lagos",₦
36325,"  Thomas Estate, Ajah, Lagos",₦
36326,"  At Millennium Estate, Gbagada, Lagos",₦
36327,"  Lekki Phase 1, Lekki, Lagos",₦
36328,"  Ogunbiyi Street, Lekki Phase 1, Lekki, Lagos",₦
36329,"  Ogunbiyi Adeniji, Lekki Phase 1, Lekki, Lagos",₦
36330,"  Monastery Road, Sangotedo, Ajah, Lagos",₦
36331,"  Shoprite Road, Jakande, Lekki, Lagos",₦
36332,"  Divine Homes, Thomas Estate, Ajah, Lagos",₦
36333,"  Thomas Estate, Ajah, Lagos",₦
36334,"  Back Of Urban Shelter Estate Lokogoma, Lokogoma District, Abuja","3,000,000"
36335,"  Thomas Estate, Ajah, Lagos","300,000"
36336,"  Thomas Estate, Ajah, Lagos","900,000"
36337,"  Off Falolu Street, Ogunlana, Surulere, Lagos","10,000,000"
36338,"  Igbo Efon, Lekki, Lagos","1,000,000"
36339,"  Off Olufemi Street Nathan, Tejuosho, Yaba, Lagos","700,000"
36340,"  Oniru Extension, Oniru, Victoria Island (VI), Lagos","2,000,000"
36341,"  Oniru Extension, Oniru, Victoria Island (VI), Lagos","17,000,000"
36342,"  Onike, Yaba, Lagos","4,500,000"
36343,"  Victoria Island Extension, Oniru, Victoria Island (VI), Lagos","1,700,000"
36344,"  Chevron Drive, Lekki Phase 1, Lekki, Lagos","2,800,000"
36345,"  Chevron Drive, Orchid Road, Lekki, Lagos","2,000,000"
36346,"  Sangotedo, Ajah, Lagos","6,000,000"
36347,"  Osapa, Lekki, Lagos","2,500,000"
36348,"  Lekki Phase 1, Lekki, Lagos","1,200,000"
36349,"  Egbu, Owerri, Imo","1,100,000"
36350,"  No. 1 Commercial Road, GRA, Apapa, Lagos","400,000"
36351,"  Palmview Estate Arepo, Ojodu, Lagos","350,000"
36352,"  Road 2, Banana Island, Ikoyi, Lagos","3,700,000"
36353,"  Alfa Beach/new Road, Lekki, Lagos","300,000"
36354,"  Palm View Estate, Ado, Ajah, Lagos","900,000"
36355,"  Saraha Estate, Galadimawa, Abuja",₦
36356,"  Iponri, Surulere, Lagos",₦
36357,"  Iju-Ishaga, Agege, Lagos",₦
36358,"  By Pinnacle, Lekki Phase 1, Lekki, Lagos",₦
36359,"  Agungi, Agungi, Lekki, Lagos",₦
36360,"  Lekki Phase 1, Lekki, Lagos",₦
36361,"  Off Molony Street, Onikan, Lagos Island, Lagos",₦
36362,"  15b, Wesley/joseph Harden Street, Off Broad Street, Marina, Lagos Island, Lagos",₦
36363,"  Lekki Garden, Abraham Adesanya, Lekki Phase 2, Lekki, Lagos",₦
36364,"  Abraham Adesanya Estate, Ajiwe, Ajah, Lagos",₦
36365,"  Oniru, Victoria Island (VI), Lagos",₦
36366,"  Oyenuga Street, Off St. Finbars Road, Akoka, Yaba, Lagos",₦
36367,"  Sangotedo, Ajah, Lagos",₦
36368,"  Agadez Street, Wuse 2, Abuja",₦
36369,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
36370,"  3 Ogundele Str Idimu, Ikotun, Lagos",₦
36371,"  Seaside Estate, Badore, Ajah, Lagos",₦
36372,"  Banana Island, Ikoyi, Lagos",₦
36373,"  Ogombo, Ajah, Lagos",₦
36374,"  Awoyaya, Ibeju Lekki, Lagos",₦
36375,"  Agungi, Lekki, Lagos","3,000,000"
36376,"  Off Admiralty, Lekki Phase 1, Lekki, Lagos","2,000,000"
36377,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","4,500,000"
36378,"  Off Ayodele Okeowo Mini Estate, Gbagada, Lagos","1,500,000"
36379,"  Oral Estate, Lekki, Lagos","5,000,000"
36380,"  Notovo Estate Beside Sky Mall, Opposite Blenco Supermarket, Ajah, Lagos","2,500,000"
36381,"  Association Way, Osborne, Ikoyi, Lagos","280,000"
36382,"  Off Circle Road Osapa London, Osapa, Lekki, Lagos","1,600,000"
36383,"  Destiny Homes Estate, Sangotedo, Ajah, Lagos","1,800,000"
36384,"  12 Diamond Street Peace Court Estate, Ajah, Lagos","3,500,000"
36385,"  Greenville Estate, Badore, Ajah, Lagos","2,900,000"
36386,"  23 Mekudi Street Kings Court Estate, Ajah, Lagos","450,000"
36387,"  By 3rd Roundabout, Lekki Phase 1, Lekki, Lagos","2,500,000"
36388,"  Elepe Bus Stop, Off Ijede Road, Ikorodu, Lagos","650,000"
36389,"  GRA, Isheri North, Lagos","3,500,000"
36390,"  Lekki Phase 1, Lekki, Lagos","10,800,000"
36391,"  Ikate Elegushi, Lekki, Lagos","500,000"
36392,"  Oniru, Victoria Island (VI), Lagos","500,000"
36393,"  Ikota Villa Estate By Megachicken Restaurant, Ikota, Lekki, Lagos","3,500,000"
36394,"  Osapa London Estate, Osapa, Lekki, Lagos","400,000"
36395,"  Old Ikoyi, Ikoyi, Lagos","5,000,000"
36396,"  Road 25, VGC, Lekki, Lagos",₦
36397,"  VGC, Lekki, Lagos",₦
36398,"  Tokunbo, Oke Ira, Ajah, Lagos",₦
36399,"  Opposite Magistrate Court Igbosere Road, Onikan, Lagos Island, Lagos",₦
36400,"  Orchid Road, Lafiaji, Lekki, Lagos",₦
36401,"  Lekki County, Ikota, Lekki, Lagos",₦
36402,"  Thomas, Ajah, Lagos",₦
36403,"  Chevy View Estate Chevron, Lekki, Lagos",₦
36404,"  Ikate Elegushi, Lekki, Lagos",₦
36405,"  Irhirhi Off Airport Road Gra., Benin, Oredo, Edo",₦
36406,"  Ikota Villa Estate Beside Mega Chicken, Ikota, Lekki, Lagos",₦
36407,"  Ugbor Gra, Benin, Oredo, Edo",₦
36408,"  Probyn, Old Ikoyi, Ikoyi, Lagos",₦
36409,"  Sangotedo, Ajah, Lagos",₦
36410,"  By Crown Estate, Sangotedo, Ajah, Lagos",₦
36411,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
36412,"  By Skymall, Olokonla, Ajah, Lagos",₦
36413,"  Lakowe Golf Course And Country Estate, Epe, Lagos",₦
36414,"  Mabuchi, Abuja",₦
36415,"  Badore, Ajah, Lagos",₦
36416,"  Yayale Ahmed Estate, After Shoprite, Apo, Abuja","3,000,000"
36417,"  Peace Ville Estate, Badore, Ajah, Lagos","1,700,000"
36418,"  Luiscourt Estate By Living Faith Church, Lokogoma District, Abuja","4,000,000"
36419,"  Luiscourt Estate By Living Faith Church, Lokogoma District, Abuja","3,500,000"
36420,"  Ikota Villa Estate, Ikota, Lekki, Lagos","1,700,000"
36421,"  Lafiaji, Lekki, Lagos","25,000"
36422,"  Oke Iranla By Nipco Filling Station, Oke Ira, Ajah, Lagos","250,000"
36423,"  Durumi, Abuja","1,000,000"
36424,"  Alapere, Ketu, Lagos","1,500,000"
36425,"  Galadimawa, Abuja","3,000,000"
36426,"  Before Sangotedo, Olokonla, Ajah, Lagos","3,000,000"
36427,"  Victory Park Estate, Osapa, Lekki, Lagos","7,500,000"
36428,"  Chevy View Estate, Lekki Phase 2, Lekki, Lagos","1,200,000"
36429,"  Osapa, Lekki, Lagos","10,000,000"
36430,"  Bera Estate Chevron, Lekki Phase 2, Lekki, Lagos","2,500,000"
36431,"  Off Hebert Macaulay Way, Sabo, Yaba, Lagos","1,200,000"
36432,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","4,000,000"
36433,"  Off Bisola Durosinmi Etti, Lekki Phase 1, Lekki, Lagos","4,000,000"
36434,"  By Christ Embassy, Durumi, Abuja","3,800,000"
36435,"  Ikate Elegushi, Lekki, Lagos","1,700,000"
36436,"  Ajao Estate, Isolo, Lagos","2,500,000"
36437,"  Wuse 2, Abuja",₦
36438,"  Roxbury Estate Orchid Hotel Road, Ikota, Lekki, Lagos",₦
36439,"  Igbo Efon, Lekki, Lagos",₦
36440,"  Close To Orchid Hotel, Ikota, Lekki, Lagos",₦
36441,"  Igbo Efon, Lekki, Lagos",₦
36442,"  Olayemi Estate, Off Obafemi Awolowo Road, Agbele, Ikorodu, Lagos",₦
36443,"  Olayemi Estate, Off Obafemi Awolowo Road, Agbele, Ikorodu, Lagos",₦
36444,"  Sangotedo, Ajah, Lagos",₦
36445,"  Lekki Expressway, Lekki, Lagos",₦
36446,"  Oniru, Victoria Island (VI), Lagos",₦
36447,"  Peace Land Estate, Ogombo, Ajah, Lagos",₦
36448,"  Abiodun Yesufu, Oniru, Victoria Island (VI), Lagos",₦
36449,"  Sangotedo, Ajah, Lagos",₦
36450,"  Peaceland Estate, Ogombo, Ajah, Lagos",₦
36451,"  Graceland Estate, Ajiwe, Ajah, Lagos",₦
36452,"  Oniru, Victoria Island (VI), Lagos",₦
36453,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
36454,"  Anthony Village Via Adebayo Mokolu Street, Anthony, Maryland, Lagos",₦
36455,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
36456,"  Oniru, Victoria Island (VI), Lagos",₦
36457,"  Ikoyi, Lagos","3,000,000"
36458,"  Tom Ogboi Avenue, Lekki Phase 1, Lekki, Lagos","1,200,000"
36459,"  Igando Lagos, Akesan, Alimosho, Lagos","850,000"
36460,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos","3,000,000"
36461,"  Off Oniru Palace Road, Oniru, Victoria Island (VI), Lagos","1,500,000"
36462,"  Megamound Estate, Ikota Villa Estate, Lekki, Lagos","350,000"
36463,"  Close To Bus Stop, Agungi, Lekki, Lagos","550,000"
36464,"  Modupe Alakija, Osborne, Ikoyi, Lagos","1,500,000"
36465,"  Eleganza Gardens, VGC, Lekki, Lagos","550,000"
36466,"  Lekki Expressway, Lekki, Lagos","800,000"
36467,"  Awolowo Road, Falomo, Ikoyi, Lagos","1,000,000"
36468,"  Eleganza Gardens, VGC, Lekki, Lagos","6,000,000"
36469,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","500,000"
36470,"  Awolowo Road, Falomo, Ikoyi, Lagos","7,000,000"
36471,"  Ikota, Lekki Phase 2, Lekki, Lagos","2,000,000"
36472,"  Abosede Kuboye Street, Eric Moore, Surulere, Lagos","3,500,000"
36473,"  Eleganza Orchid Road, Lafiaji, Lekki, Lagos","4,000,000"
36474,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","600,000"
36475,"  Eleganza Beside Orchid Hotel, Lafiaji, Lekki, Lagos","20,000,000"
36476,"  Ebute, Ikorodu, Lagos","5,000,000"
36477,"  New Road, Lekki Phase 2, Lekki, Lagos","9,000,000"
36478,"  5 Aneke Crescent, Osapa, Lekki, Lagos",₦
36479,"  Femi Okunnu Estate, Jakande, Lekki, Lagos",₦
36480,"  Mobil Road, Ilaje, Ajah, Lagos",₦
36481,"  Close To Crush Cafe, Gwarinpa, Abuja",₦
36482,"  Kofo Abayomi Street, Victoria Island (VI), Lagos",₦
36483,"  Adeniyi Jones, Ikeja, Lagos",₦
36484,"  Olori Bolaji Akinloye Street, Road 4, No 3. Ikota Villa Estate, Ikota, Lekki, Lagos",₦
36485,"  Oba Akran, Ikeja, Lagos",₦
36486,"  Parkview Estate Ikoyi Lagos., Parkview, Ikoyi, Lagos",₦
36487,"  23 John West Street Chevron, Lekki Phase 2, Lekki, Lagos",₦
36488,"  Badore, Ajah, Lagos",₦
36489,"  Off Freedom Way, Lekki Phase 1, Lekki, Lagos",₦
36490,"  5 Diamond Street Southdrift Estate, Ajah, Lagos",₦
36491,"  12 Wood Park Estate, Lekki Phase 2, Lekki, Lagos",₦
36492,"  25 Atlantic Point Estate Lbs, Ajah, Lagos",₦
36493,"  12 Palm City Estate, Ajah, Lagos",₦
36494,"  Lekki Phase 1, Lekki, Lagos",₦
36495,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
36496,"  By Lagos Business School, Ajah, Lagos",₦
36497,"  Ogba, Ikeja, Lagos",₦
36498,"  Galadimawa, Abuja","3,000,000"
36499,"  Oniru, Palace Road, Lekki, Lagos","4,000,000"
36500,"  Ogba, Ikeja, Lagos","5,500,000"
36501,"  Ogombo Road By Abraham Adesanya, Ajah, Lagos","2,500,000"
36502,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos","600,000"
36503,"  Olive Garden Estate, Ogombo, Ajah, Lagos","1,500,000"
36504,"  Sangotedo, Ajah, Lagos","12,000,000"
36505,"  Graceland Estate, Ajiwe, Ajah, Lagos","1,500,000"
36506,"  Vintage Estate, Off Okonjo Iweala Way, Utako, Abuja","1,500,000"
36507,"  Road 3 Vgc Estate, Lekki Phase 1, Lekki, Lagos","1,200,000"
36508,"  Oniru, Victoria Island (VI), Lagos","3,500,000"
36509,"  Adeniji Ogunniyi, Lekki Phase 1, Lekki, Lagos","3,500,000"
36510,"  Close To Oba Oyekan Estate., Lekki Phase 1, Lekki, Lagos","2,000,000"
36511,"  Ijaiye Rd, Ogba, Ikeja, Lagos","7,000,000"
36512,"  Greenville Estate, Ijoyi, Badore, Ajah, Lagos","800,000"
36513,"  Oregun Industrial, Ikeja, Lagos","5,000,000"
36514,"  Magodo Gra Phase 2 Shagisha Magodo, Lagos, GRA, Magodo, Lagos","700,000"
36515,"  Oregun, Ikeja, Lagos","10,000,000"
36516,"  Lekki Phase 1, Lekki, Lagos","4,000,000"
36517,"  Oregun, Ikeja, Lagos","200,000"
36518,"  Off Glover Road,lkoyi, Old Ikoyi, Ikoyi, Lagos","25,000,000"
36519,"  Oregun Road, Oregun, Ikeja, Lagos",₦
36520,"  Gerrard Road Ikoyi,, Old Ikoyi, Ikoyi, Lagos",₦
36521,"  Oregun, Ikeja, Lagos",₦
36522,"  Acme Road, Ogba, Ikeja, Lagos",₦
36523,"  Off Busola Durosimi Etti, Lekki Phase 1, Lekki, Lagos",₦
36524,"  Satellite Town, Ojo, Lagos",₦
36525,"  Ikoyi, Lagos",₦
36526,"  Gerrad Road, Old Ikoyi, Ikoyi, Lagos",₦
36527,"  Phase 2, Lakowe, Ibeju Lekki, Lagos",₦
36528,"  Lanre Isheri, Igando, Ikotun, Lagos",₦
36529,"  Mekunwen Road, Old Ikoyi, Ikoyi, Lagos",₦
36530,"  Slyvah Land Estate, Behind Patron Hotel, Sangotedo, Ajah, Lagos",₦
36531,"  Ikoyi, Lagos",₦
36532,"  Whitesand Road, Lekki Phase 1, Lekki, Lagos",₦
36533,"  Ajao Estate Airport Road, Ikeja, Lagos",₦
36534,"  Unity Estate By Cooperative Villa Estate, Badore, Ajah, Lagos",₦
36535,"  Off Sanusi Fafunwa Street, Victoria Island (VI), Lagos",₦
36536,"  Adekunle, Yaba, Lagos",₦
36537,"  Lekki Phase 1, Lekki, Lagos",₦
36538,"  Ikeja GRA, Ikeja, Lagos",₦
36539,"  The Address Home Jakande Lekki, Jakande, Lekki, Lagos","3,000,000"
36540,"  By Lbs Close To The Road, Olokonla, Ajah, Lagos","800,000"
36541,"  Southern View Estate, Orchid Road Chevron Drive, Lekki, Lagos","2,000,000"
36542,"  Lbs, Olokonla, Ajah, Lagos","4,500,000"
36543,"  Off Alexandra Road, Ikoyi, Lagos","3,200,000"
36544,"  Citec Estate Extension, Mbora, Abuja","2,500,000"
36545,"  Ogudu, Lagos","550,000"
36546,"  Lekki Phase 1, Lekki, Lagos","1,500,000"
36547,"  Off Orchid Hotel Road, Lekki Phase 2, Lekki, Lagos","3,000,000"
36548,"  Ikate Elegushi, Lekki, Lagos","750,000"
36549,"  Ikota Villa Estate, Ikota, Lekki, Lagos","3,000,000"
36550,"  Banana Island, Ikoyi, Lagos","2,000,000"
36551,"  Sangotedo, Ajah, Lagos","13,000,000"
36552,"  Carnal West Estate, Osapa, Lekki, Lagos","3,000,000"
36553,"  Sangotedo, Ajah, Lagos","750,000"
36554,"  Guzape District, Abuja","3,800,000"
36555,"  Close To Cornerstone School And Ibeto Hotel, Gudu, Abuja","600,000"
36556,"  Zone B, Iba Housing Estate., Iba, Ojo, Lagos","3,500,000"
36557,"  Anthony, Maryland, Lagos","3,200,000"
36558,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","2,500,000"
36559,"  Pinnock Estate, Osapa, Lekki, Lagos","4,000,000"
36560,"  Onike, Yaba, Lagos",₦
36561,"  Justice Sowemimo, Asokoro District, Abuja",₦
36562,"  Garki 2, Garki, Abuja",₦
36563,"  Jesse Jackson Street, Asokoro District, Abuja",₦
36564,"  No. 22 Amazon Street, Maitama District, Abuja",₦
36565,"  Ipaye Twins Fajia Supermarket Estate, Alaba, Ojo, Lagos",₦
36566,"  Aldenco Estate, Galadimawa, Abuja",₦
36567,"  Banana Island, Ikoyi, Lagos",₦
36568,"  Off Bank Road, Old Ikoyi, Ikoyi, Lagos",₦
36569,"  Lekki Free Zone, Lekki Phase 1, Lekki, Lagos",₦
36570,"  Emina Crescent, Allen, Ikeja, Lagos",₦
36571,"  Silver Land Estate, Sangotedo, Ajah, Lagos",₦
36572,"  Jide Agbalaya Street Chevy View Estate, Lekki, Lagos",₦
36573,"  Victoria Island (VI), Lagos",₦
36574,"  Asokoro District, Abuja",₦
36575,"  Adekunle, Yaba, Lagos",₦
36576,"  Alfred's Garden, Oregun, Ikeja, Lagos",₦
36577,"  Adebiyi Street, GRA, Magodo, Lagos",₦
36578,"  Lekki Phase 1, Lekki, Lagos",₦
36579,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
36580,"  Salvation Estate Owode Bustop Langbasa Road, Ado, Ajah, Lagos","3,000,000"
36581,"  Ikota, Lekki, Lagos","7,000,000"
36582,"  Lekki Phase 1, Lekki, Lagos","20,000,000"
36583,"  Behind Shoprite, Lekki Phase 2, Lekki, Lagos","550,000"
36584,"  Millennium Estate, Gbagada, Lagos","1,500,000"
36585,"  Cooperative Villa, Badore, Sangotedo, Ajah, Lagos","1,600,000"
36586,"  Ifako, Gbagada, Lagos","70,000,000"
36587,"  Agungi, Lekki Phase 2, Lekki, Lagos","4,000,000"
36588,"  Salvation Estate, Owode Bustop, Langbasa Road, Ado, Ajah, Lagos","450,000"
36589,"  Chevron, Lekki Phase 2, Lekki, Lagos","250,000"
36590,"  Ikota, Lekki, Lagos","4,500,000"
36591,"  Ikoyi, Lagos","3,200,000"
36592,"  Prime Water View, Lekki Phase 1, Lekki, Lagos","3,200,000"
36593,"  Onike, Yaba, Lagos","4,000,000"
36594,"  Ikota, Lekki, Lagos","3,000,000"
36595,"  By Mayfair Gardens, Awoyaya, Ibeju Lekki, Lagos","2,500,000"
36596,"  Ikota Villa Estate By Mega Chicken Lekki Lagos, Ikota, Lekki, Lagos","3,000,000"
36597,"  Berra Estate, Chevron Drive, Lekki Phase 2, Lekki, Lagos","3,500,000"
36598,"  Off Artillery Junction, Rumuogba, Port Harcourt, Rivers","650,000"
36599,"  Ikate Elegushi, Lekki, Lagos","6,000,000"
36600,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","4,500,000"
36601,"  Lekki Phase 1, Lekki, Lagos",₦
36602,"  Lekki Phase 1, Lekki, Lagos",₦
36603,"  Orchid Hotel Road, Ikota, Lekki, Lagos",₦
36604,"  Shell Cooperative Eliozu, Eneka, Port Harcourt, Rivers",₦
36605,"  Old Ikoyi, Ikoyi, Lagos",₦
36606,"  Eletu Road, Osapa London, Lekki, Lagos",₦
36607,"  Off Emma Abimbola, Lekki Phase 1, Lekki, Lagos",₦
36608,"  Lekki Phase 1, Lekki, Lagos",₦
36609,"  Igbo Efon, Igbo Efon, Lekki, Lagos",₦
36610,"  Off Ijede Road Igbe, Ikorodu, Lagos",₦
36611,"  Katampe Extension, Diplomatic Zones, Abuja",₦
36612,"  Off Aduvie School Road, Jahi, Abuja",₦
36613,"  Cadoso Street At Luth Back Gate, Mushin, Lagos",₦
36614,"  Citec Estate, Mbora, Abuja",₦
36615,"  Katampe Extension, Katampe, Abuja",₦
36616,"  Addo Road, Badore, Ajah, Lagos",₦
36617,"  Adp Off Airport Road Gra, Benin, Oredo, Edo",₦
36618,"  Marina, Lagos Island, Lagos",₦
36619,"  Twin's Fajia Supermarket Street, Alaba, Iba, Ojo, Lagos",₦
36620,"  Off Alexander, Old Ikoyi, Ikoyi, Lagos",₦
36621,"  Lekki Phase 1, Lekki, Lagos","3,000,000"
36622,"  Lekki Phase 1, Lekki, Lagos","7,000,000"
36623,"  Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","3,000,000"
36624,"  Adp Off Airport Road, Benin, Oredo, Edo","1,100,000"
36625,"  Off 1st Avenue, Gwarinpa, Abuja","1,100,000"
36626,"  Lekki Phase 1, Lekki, Lagos","1,100,000"
36627,"  Off Alexander Road, Old Ikoyi, Ikoyi, Lagos","3,000,000"
36628,"  Chevron, Lekki, Lagos","1,000,000"
36629,"  Bashorun Town, Sangotedo, Ajah, Lagos","1,000,000"
36630,"  Ojota, Lagos","300,000"
36631,"  Guzape, Abuja, Guzape District, Abuja","1,800,000"
36632,"  Osapa London, Lekki Phase 2, Lekki, Lagos","400,000"
36633,"  Off Orchid Hotel Road, Lafiaji, Lekki, Lagos","120,000"
36634,"  Near Coza, Guzape District, Abuja","9,000,000"
36635,"  Opposite Chevron Tollgate, Lafiaji, Lekki, Lagos","230,000"
36636,"  Jahi, Abuja","900,000"
36637,"  Chevron Drive, Lekki Phase 2, Lekki, Lagos","320,000"
36638,"  Prince Yesufu Oniru Street, After Atlantic Estates, Oniru, Victoria Island (VI), Lagos","2,000,000"
36639,"  Sunshine Estate, Oko-oba, Agege, Lagos","1,300,000"
36640,"  Kofo Abayomi Street, Victoria Island (VI), Lagos","280,000"
36641,"  Rosewood Estate, Mabuchi, Abuja","3,500,000"
36642,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
36643,"  Oral Estate, Lekki Expressway, Lekki, Lagos",₦
36644,"  T.o.s Douglas Crescent Opposite Games Village, Kaura, Abuja",₦
36645,"  Paradise Estate, Life Camp, Gwarinpa, Abuja",$
36646,"  Off Chevron Drive, Lekki Expressway, Lekki, Lagos",₦
36647,"  Salem, Lekki Phase 1, Lekki, Lagos",₦
